first	second
ELAVL1	CAMK2N1
SLC25A5	CMC1
HTT	CMC1
PPP5C	CMC1
EED	CENPV
MYC	CENPV
UBC	CENPV
MNDA	CENPV
HTT	CENPV
YWHAE	CENPV
SUMO1	CENPV
CENPC	CENPV
NEDD8	CENPV
RNF2	CENPV
EGFR	SLFN11
HSP90AA1	SLFN11
HSP90AB1	SLFN11
UBC	SLFN11
RPA2	SLFN11
RPA1	SLFN11
RPA3	SLFN11
NOTCH1	SLFN11
SOX2	SLFN11
MMS19	SLFN11
BARD1	SLFN11
RPAP1	SLFN11
ECT2	SLFN11
FAM96B	SLFN11
NTN1	ZER1
UBC	ZER1
NCAM1	ZER1
CCNE1	ZER1
MLH1	ZER1
NOTCH1	ZER1
CUL1	ZER1
NRCAM	ZER1
UBC	ZSCAN2
NFE2	ZSCAN2
HDAC8	ZSCAN2
ATXN7	MEGF8
FBXO6	MEGF8
NXF1	MEGF8
UBC	GALNT5
EXT2	GALNT5
HNRNPR	TMEM179B
HNRNPUL1	TMEM179B
HNRNPC	RALYL
UBC	RALYL
CD247	RALYL
VHL	RALYL
SUMO1	RALYL
YBX1	RALYL
BYSL	RALYL
LRRK2	RALYL
AEN	RALYL
PSMF1	RALYL
RBM41	RALYL
C20orf27	RALYL
NPM3	NPM2
NPM1	NPM2
SRPK2	NPM2
RNF2	NPM2
EED	PCGF5
CBX6	PCGF5
JUN	PCGF5
UBC	PCGF5
CSNK2A2	PCGF5
RUNX1	PCGF5
TRAF2	PCGF5
BCOR	PCGF5
PCGF1	PCGF5
CBX8	PCGF5
NTN1	GALNT7
UBC	GALNT7
YWHAE	GALNT7
STAT4	GALNT7
UBC	DAZ4
EGR1	S100A7A
HSP90AA1	NEK8
UBC	NEK8
TCF4	NEK8
NCK1	NEK8
ACVR1	NEK8
STAT4	NEK8
TRIM69	NEK8
NUDCD2	NEK8
INVS	NEK8
UBC	AMIGO2
AMIGO3	AMIGO2
GABARAPL2	DSG4
RAB24	DSG4
MLST8	DSG4
ATP2A1	SCD5
UBC	SCD5
SFN	SCD5
MYC	PHLDB2
UBC	PHLDB2
FLNA	PHLDB2
YWHAQ	PHLDB2
YWHAB	PHLDB2
YWHAG	PHLDB2
YWHAE	PHLDB2
RPGRIP1L	PHLDB2
CLASP1	PHLDB2
SH3KBP1	PHLDB2
CEP250	PHLDB2
CCDC8	PHLDB2
LATS2	PHLDB2
UBC	ADGRG6
FBXO6	ADGRG6
CCDC85C	SDCCAG8
HOMER2	SDCCAG8
SEPT4	DHDDS
RNASEH2A	DHDDS
UBC	DHDDS
CNBP	DHDDS
ACACA	DHDDS
MAPK7	DHDDS
MAPRE1	DHDDS
CYP51A1	DHDDS
PARS2	DHDDS
MUC1	GALNT10
PTCH1	GALNT10
MOV10	GALNT10
NXF1	GALNT10
SYT10	SYT9
TRPV1	SYT9
SYT3	SYT9
NRXN1	SYT9
UBC	C14orf80
DDIT3	C14orf80
FKBP5	C14orf80
PRKACG	GLRX5
HSPA4	GLRX5
GCLC	GLRX5
HDAC1	GLRX5
SLC25A26	GLRX5
COQ3	GLRX5
TRAPPC6A	TRAPPC6B
UBC	TRAPPC6B
PGM1	TRAPPC6B
TRAPPC3L	TRAPPC6B
TRAPPC5	TRAPPC6B
TRAPPC12	TRAPPC6B
MYO18A	TRAPPC6B
RAB3IP	TRAPPC6B
RIOX1	TRAPPC6B
TRAPPC4	TRAPPC6B
TRAPPC8	TRAPPC6B
FBP2	TMEM55B
ARL6IP5	TMEM55B
UBC	TMEM55B
UBR7	TMEM55B
NUP88	TMEM55B
TRIM9	TMEM55B
YWHAE	CLEC14A
AIM2	ZBTB33
HDAC3	ZBTB33
CBFA2T3	ZBTB33
NCOR1	ZBTB33
LMNA	ZBTB33
UBC	ZBTB33
CTNNB1	ZBTB33
KPNA2	ZBTB33
SUMO3	ZBTB33
SUMO2	ZBTB33
ELAVL1	ZBTB33
HUWE1	ZBTB33
RNF169	ZBTB33
WDR48	ZBTB33
RNF2	ZBTB33
FOXP3	ZBTB33
RBMY1A1	DAAM2
REL	DAAM2
CAMKK2	DAAM2
MDFI	DAAM2
UBC	NBPF11
MYC	USP37
UBC	USP37
SUMO3	USP37
MAX	USP37
YWHAG	USP37
ZIC2	RNF180
LYN	RNF180
DDX58	MOB3B
NT5C2	MOB3B
ELAVL1	MOB3B
MAPK14	MOB3B
CNKSR2	MOB3B
UBC	ALPK2
LSM1	PATL1
UBC	PATL1
PSMA3	PATL1
DDX6	PATL1
TARDBP	PATL1
FHL3	PATL1
ELAVL1	PATL1
KBTBD7	PATL1
KLC2	PATL1
WWOX	PATL1
UBC	MYPN
NEB	MYPN
DHX8	MYPN
ANKRD1	MYPN
ANKRD23	MYPN
DENND2D	MYPN
YWHAE	SRL
FBXO32	SRL
ESR1	LUZP2
CBX5	LUZP2
YWHAE	LUZP2
YWHAZ	LUZP2
ADAMTSL4	TMEM150A
RTL8C	PEG10
BMPR1B	PEG10
UBC	PEG10
ACVR2A	PEG10
BMPR1A	PEG10
ACVR1B	PEG10
TGFBR1	PEG10
ACVRL1	PEG10
TGFBR2	PEG10
YBX1	PEG10
HMGCS1	PEG10
ACVR1	PEG10
CALCOCO2	PEG10
ACVR2B	PEG10
IQCB1	PEG10
IRF4	PEG10
RTL8B	PEG10
RNF2	PEG10
BAG1	PEG10
TFCP2L1	PEG10
GCG	TBC1D1
UBC	TBC1D1
YWHAB	TBC1D1
YWHAE	TBC1D1
ROR1	TBC1D1
YWHAH	TBC1D1
BARD1	TBC1D1
GABARAPL1	TBC1D1
MAP1LC3A	TBC1D1
EEF2K	DPP9
CIAO1	DPP9
PGLS	DPP9
UBC	DPP9
NCAM1	DPP9
AARS	DPP9
SUMO2	DPP9
YWHAE	DPP9
SUMO1	DPP9
NEDD8	DPP9
DUS3L	DPP9
MTR	DPP9
NMRK1	DPP9
THG1L	DPP9
NPHP4	TADA2B
SUPT3H	TADA2B
UBC	TADA2B
SREBF1	TADA2B
DR1	TADA2B
FRG1	TADA2B
SCAI	TADA2B
SGF29	TADA2B
MBIP	TADA2B
HECW2	TADA2B
USP22	TADA2B
TRRAP	TADA2B
UBC	ZNF554
ELAVL1	ZNF554
COPS5	ZNF554
DDX58	ATG4D
UBC	ATG4D
PRPF4	TMEM110
UBC	TMEM110
COQ2	TMEM110
SERGEF	TMEM110
UBC	DDX53
HDAC2	DDX53
SGK1	SYVN1
GPR37	SYVN1
ERN1	SYVN1
ERLIN1	SYVN1
WFS1	SYVN1
ERLIN2	SYVN1
USP19	SYVN1
PGLS	SYVN1
APOB	SYVN1
APP	SYVN1
ASGR1	SYVN1
ASGR2	SYVN1
UBC	SYVN1
MAPT	SYVN1
TYR	SYVN1
HLA-A	SYVN1
BSG	SYVN1
WAS	SYVN1
ATXN3	SYVN1
VCP	SYVN1
CKS1B	SYVN1
YWHAE	SYVN1
PMP22	SYVN1
OS9	SYVN1
HERPUD1	SYVN1
HFE	SYVN1
YOD1	SYVN1
UBE2U	SYVN1
METTL16	SYVN1
SVIP	SYVN1
NCSTN	SYVN1
SARAF	SYVN1
SELENOS	SYVN1
TMUB1	SYVN1
UBXN6	SYVN1
HSD3B7	SYVN1
UBE2Z	SYVN1
AMFR	SYVN1
STXBP5L	SYVN1
EEFSEC	TRPT1
KBTBD7	TRPT1
PSMD11	PRUNE1
PSMD14	PRUNE1
XPO1	PRUNE1
PSMD3	PRUNE1
EED	PRUNE1
GFPT2	PRUNE1
AHSA1	PRUNE1
OAT	PRUNE1
EPRS	PRUNE1
UBC	PRUNE1
NME1	PRUNE1
SHMT2	PRUNE1
PSMC2	PRUNE1
PSMC4	PRUNE1
NSF	PRUNE1
GSK3B	PRUNE1
PSMD4	PRUNE1
ACTR2	PRUNE1
PFKP	PRUNE1
OGDH	PRUNE1
PPID	PRUNE1
PSMD2	PRUNE1
GTF2H3	PRUNE1
PPA1	PRUNE1
ELAVL1	PRUNE1
PPTC7	PRUNE1
MMS19	PRUNE1
MOV10	PRUNE1
NXF1	PRUNE1
REXO2	PRUNE1
ARFGEF1	PRUNE1
NPM1	MRPL52
MRPL3	MRPL52
UBC	MRPL52
MRPL12	MRPL52
HNRNPU	MRPL52
MRPL49	MRPL52
MRPL58	MRPL52
CUL7	MRPL52
MRPL23	MRPL52
MRPL51	MRPL52
MRPL41	MRPL52
MRPL38	MRPL52
ERLEC1	MRPL52
MRPL32	MRPL52
MRPL13	MRPL52
MRPL40	MRPL52
DDX28	MRPL52
MRPL39	MRPL52
RAD21	SETD3
UBC	SETD3
ELAVL1	SETD3
ITSN1	SETD3
NDOR1	SETD3
PI4KA	TTC7B
UBC	TTC7B
CUL3	TTC7B
ADAM19	TTC7B
UVRAG	TTC7B
PPP6C	ADCK1
VDAC2	ADCK1
COQ5	ADCK1
RHOT2	ADCK1
DHX38	ADCK1
MOV10	ADCK1
NXF1	ADCK1
PISD	ADCK1
PRELID1	ADCK1
PGLS	ACOT1
UBC	ACOT1
YWHAE	ACOT1
SUMO1	ACOT1
NEDD8	ACOT1
HSD3B7	ACOT1
BHLHE40	RBM23
RBFOX2	RBM23
UBC	RBM23
TRIM27	RBM23
MAGEA11	RBM23
RBM25	RBM23
VCP	RBM23
TUBA4A	RBM23
CDK6	RBM23
POLA2	RBM23
JMJD6	RBM23
CHERP	RBM23
SRRM1	RBM23
SRPK1	RBM23
MAGED1	RBM23
EED	NOP9
NTN1	NOP9
MME	NOP9
UBC	NOP9
YWHAE	NOP9
ACTG1	NOP9
PAXIP1	NOP9
NEGR1	NOP9
WDR36	NOP9
KAT2B	NOP9
NMD3	NOP9
CCDC8	NOP9
DDX49	NOP9
DDX3Y	PABPN1
PRMT3	PABPN1
EED	PABPN1
ARIH2	PABPN1
LATS1	PABPN1
ANXA1	PABPN1
GAPDH	PABPN1
JUN	PABPN1
RB1	PABPN1
NPM1	PABPN1
HNRNPA1	PABPN1
UBC	PABPN1
PABPC1	PABPN1
MYOD1	PABPN1
YWHAQ	PABPN1
PDHA2	PABPN1
BMI1	PABPN1
DDIT3	PABPN1
GABARAPL2	PABPN1
YWHAE	PABPN1
GRB2	PABPN1
YBX1	PABPN1
MDM2	PABPN1
ILF2	PABPN1
TARDBP	PABPN1
ATR	PABPN1
CUL1	PABPN1
CUL2	PABPN1
CUL3	PABPN1
SUZ12	PABPN1
ELAVL1	PABPN1
LARP1	PABPN1
CAND1	PABPN1
CARM1	PABPN1
METTL13	PABPN1
RASSF5	PABPN1
NSMAF	PABPN1
COPS5	PABPN1
TNPO1	PABPN1
CUL5	PABPN1
CNDP2	PABPN1
GABARAPL1	PABPN1
MAP1LC3A	PABPN1
PA2G4	PABPN1
RABGAP1	PABPN1
UBD	METTL3
UBC	METTL3
YWHAE	METTL3
WTAP	METTL3
FBXO32	METTL3
MOV10	METTL3
METTL14	METTL3
INO80	METTL3
AGAP1	METTL3
FOXO3	LDB1
LMX1B	LDB1
CBFA2T3	LDB1
SP1	LDB1
UBC	LDB1
MYB	LDB1
GATA1	LDB1
GATA2	LDB1
LMO2	LDB1
LMO1	LDB1
PBX3	LDB1
PTEN	LDB1
ISL1	LDB1
SSBP2	LDB1
KMT2A	LDB1
SSBP1	LDB1
LHX8	LDB1
LMO3	LDB1
CREBBP	LDB1
SSBP4	LDB1
SSBP3	LDB1
HOXD1	LDB1
ALX4	LDB1
RLIM	LDB1
LHX3	LDB1
LSM7	LDB1
TRIM33	LDB1
IRAK3	LDB1
ARID1A	PBRM1
OBSL1	PBRM1
KDM4A	PBRM1
EED	PBRM1
KDM4B	PBRM1
ESRRB	PBRM1
NSD2	PBRM1
KRAS	PBRM1
UBC	PBRM1
TAF1	PBRM1
NOTCH1	PBRM1
SMARCA2	PBRM1
EPHA4	PBRM1
SUMO2	PBRM1
POU5F1	PBRM1
PTS	PBRM1
CDC20	PBRM1
SNW1	PBRM1
NEDD8	PBRM1
ARID2	PBRM1
TAF8	PBRM1
ZDHHC17	PBRM1
MAML1	PBRM1
ESR2	PBRM1
KDM4C	PBRM1
SMARCAD1	PBRM1
NANOG	PBRM1
SIRT7	PBRM1
HECW2	PBRM1
MED23	PBRM1
TRIM33	PBRM1
UBC	YRDC
TMSB10	YRDC
UPP1	YRDC
MEPCE	YRDC
VPS29	YRDC
PRKAB2	PRPF39
UBC	PRPF39
CLN3	PRPF39
CUL2	PRPF39
CUL3	PRPF39
WDR44	PRPF39
KLHDC10	PRPF39
ATG14	PRPF39
CAND1	PRPF39
ULK2	PRPF39
BANP	PRPF39
TSEN2	PRPF39
KBTBD7	PRPF39
NSMAF	PRPF39
COPS5	PRPF39
CUL5	PRPF39
CAMKK2	PRPF39
GABARAPL1	PRPF39
MAP1LC3A	PRPF39
TRNAU1AP	PRPF39
HDAC5	PRPF39
RABGAP1	PRPF39
WDR45	PRPF39
PSMD14	C12orf10
TADA2A	C12orf10
PGLS	C12orf10
RPLP0	C12orf10
HSP90AA1	C12orf10
HSP90AB1	C12orf10
UBC	C12orf10
HSPA5	C12orf10
UMPS	C12orf10
SKIL	C12orf10
ATP6V0C	C12orf10
POLD1	C12orf10
CTH	C12orf10
SHMT1	C12orf10
ATP6V1A	C12orf10
RFC3	C12orf10
PSMD4	C12orf10
OXCT1	C12orf10
DSTN	C12orf10
PSME3	C12orf10
SUMO2	C12orf10
PPP1CA	C12orf10
RAB1A	C12orf10
ATP2C1	C12orf10
PSMD2	C12orf10
ARL6IP1	C12orf10
TKFC	C12orf10
AGTRAP	C12orf10
CARNMT1	C12orf10
TMEM239	C12orf10
KAT2B	C12orf10
COPS5	C12orf10
ATP6V0A1	C12orf10
AURKB	C12orf10
PELI2	C12orf10
HMG20A	C12orf10
SSU72	C12orf10
SACM1L	C12orf10
USP22	C12orf10
REXO2	C12orf10
ATP6V1D	C12orf10
UBC	RPAIN
ADH6	RPAIN
ELAVL1	BIVM
UBC	TMEM135
UBC	RSPH3
SMAD3	RSPH3
ROPN1L	RSPH3
TRNAU1AP	RSPH3
RASSF9	SAPCD2
UBE2K	MARCH3
UBE2W	MARCH3
MARCH2	MARCH3
UBE2D4	MARCH3
MEOX2	ZNF329
UBC	SLC9B2
CTU2	SLC9B2
UBC	ZNF546
ULK1	MTDH
GABARAP	MTDH
LMNA	MTDH
ESR1	MTDH
MME	MTDH
UBC	MTDH
SLC2A4	MTDH
YWHAB	MTDH
YWHAE	MTDH
YWHAZ	MTDH
CSNK2A1	MTDH
MDM2	MTDH
ZBTB16	MTDH
PRKAA1	MTDH
TARDBP	MTDH
SQSTM1	MTDH
CUL3	MTDH
OTUD6B	MTDH
RNF2	MTDH
CCDC8	MTDH
HSD3B7	MTDH
DLG4	LRRTM1
AURKA	TLK2
DDX58	TLK2
UBC	TLK2
YWHAZ	TLK2
IRF4	TLK2
RPS6KA1	TLK2
ELAVL1	TLK2
IRF7	TLK2
FEZ1	TLK2
FGFR1OP2	TLK2
FEZ2	TLK2
UBQLN1	TLK2
UBC	CCDC190
ABCA1	ABCA12
UBC	ABCA12
NR1H2	ABCA12
BANF1	EVC2
EIF4E2	ZNF598
UBC	ZNF598
RPA2	ZNF598
RPA1	ZNF598
RPA3	ZNF598
SUMO2	ZNF598
HDLBP	ZNF598
UBE2S	ZNF598
GIGYF2	ZNF598
FAM178B	ZNF598
ZIC4	ZNF598
DIS3L	ZNF598
TRMT1	ZNF598
WWOX	ZNF598
TPX2	ZNF598
UBC	GPAT4
MAT2A	GPAT4
CLN3	GPAT4
GFI1B	GPAT4
MOV10	GPAT4
NXF1	GPAT4
WIPI2	GPAT4
DLL1	MAGI2
ADGRB1	MAGI2
KIF1B	MAGI2
DDN	MAGI2
ADRB1	MAGI2
UBC	MAGI2
POLR2A	MAGI2
POLR2B	MAGI2
GRM5	MAGI2
GRB2	MAGI2
SOS2	MAGI2
SDK2	MAGI2
SV2A	MAGI2
AMOTL1	MAGI2
NLGN1	MAGI2
NLGN2	MAGI2
DSCAML1	MAGI2
CNKSR2	MAGI2
ARRDC3	MAGI2
B9D2	MAGI2
PLK2	MAGI2
DLGAP2	MAGI2
NRXN2	MAGI2
PLXNB3	MAGI2
BAIAP2	MAGI2
DLGAP4	MAGI2
RAPGEF2	MAGI2
CUL3	RTN4RL1
NUDCD2	RTN4RL2
PRKACA	AKAP14
MOV10	CDH24
NXF1	CDH24
HERC2	KTN1
NR3C1	KTN1
NPM1	KTN1
HEXA	KTN1
UBC	KTN1
CDH2	KTN1
AKT1	KTN1
BMI1	KTN1
ARRB1	KTN1
PSMD7	KTN1
RHOA	KTN1
SUMO2	KTN1
RAC1	KTN1
RHOG	KTN1
MDM2	KTN1
BNIP3	KTN1
CLN3	KTN1
GLE1	KTN1
NEURL4	KTN1
EHD1	KTN1
UBC	ZFHX4
SOX2	ZFHX4
CHD4	ZFHX4
PTPN6	CUZD1
HSP90AA1	GTF2IRD2
SUMO2	GTF2IRD2
SUMO1	GTF2IRD2
CDK20	GTF2IRD2
FBXO25	GTF2IRD2
GABARAP	ABCA13
CUL3	ABCA13
ACD	ABCA13
WDR5	NFE4
NCF1	NOXA1
PRKACA	NOXA1
MAPK1	NOXA1
MAPK11	NOXA1
MAPK14	NOXA1
HACE1	NOXA1
NOXO1	NOXA1
NOX1	NOXA1
CACNA1A	RIMS1
ERC2	RIMS1
FYN	RIMS1
RAB3B	RIMS1
RAB27A	RIMS1
YWHAE	RIMS1
GRB2	RIMS1
SMAD2	RIMS1
LRRK1	RIMS1
ZNF322	RIMS1
ERC1	RIMS1
RAB37	RIMS1
RAB3C	RIMS1
FBXL20	RIMS1
BSN	RIMS1
CAMK2A	RIMS1
UBC	SMG6
PPP1CC	SMG6
SOX2	SMG6
CBX3	SMG6
KBTBD7	SMG6
SMG5	SMG6
CFTR	PDZD3
GUCY2C	PDZD3
PTGIR	PDZD3
CACNA1S	PDZD3
SPRYD7	PDZD3
ABCC2	PDZD3
SLC41A3	PDZD3
COL20A1	PDZD3
IKBKB	NLRX1
DENR	NLRX1
EYA4	NLRX1
MYC	NLRX1
UQCRC2	NLRX1
TUFM	NLRX1
SARM1	NLRX1
IKBKG	NLRX1
LYL1	CCDC84
EGR1	BCL9L
YAP1	BCL9L
CDC73	BCL9L
BAG3	PHLDB1
UBC	PHLDB1
SH3KBP1	PHLDB1
CCDC8	PHLDB1
BRCA1	GGN
KRT40	GGN
GGNBP2	GGN
ECT2	GGN
CCNB1IP1	GGN
TAC1	TAC4
UBA6	USP48
EED	USP48
MYC	USP48
UBC	USP48
DRD3	USP48
SNW1	USP48
BRAT1	USP48
SIRT6	USP48
UACA	USP48
USP21	USP48
RAPGEF2	USP48
MGRN1	TRIM74
USP2	TRIM74
HSP90AA1	TRIM74
RBX1	TRIM74
REL	TRIM74
LRSAM1	TRIM74
USP32	TRIM74
TSG101	TRIM74
USP15	TRIM74
HSP90AA1	TRIM73
ATXN1	SLC51A
TP73	N4BP2
KDM6A	N4BP2
UBC	N4BP2
CEP250	N4BP2
TOLLIP	N4BP2
TP63	N4BP2
DRD2	CADPS2
ARF4	CADPS2
BDNF	CADPS2
UBE2D1	CADPS2
UBE2E1	CADPS2
UBE2N	CADPS2
ASB12	CADPS2
UBE2E3	CADPS2
ASB6	CADPS2
ABHD16A	DTX2
ELANE	DTX2
UBC	DTX2
HDC	DTX2
HPCAL1	DTX2
QARS	DTX2
UBE2D1	DTX2
UBE2D3	DTX2
NCALD	DTX2
NCS1	DTX2
VSNL1	DTX2
SUMO1	DTX2
IRF8	DTX2
GOLGA2	DTX2
FHL2	DTX2
MDC1	DTX2
SEC23B	DTX2
TRIP6	DTX2
C1orf94	DTX2
KLC3	DTX2
KRTAP26-1	DTX2
STX12	DTX2
RFX6	DTX2
DTX3	DTX2
FAM168A	DTX2
SEC22A	DTX2
ARNT2	DTX2
EIF4ENIF1	DTX2
ALKBH4	DTX2
SPG21	DTX2
RIMBP3	DTX2
HPCAL4	DTX2
BRCA1	ITIH5
STAT4	ITIH5
HSP90AA1	STK32C
HSP90AB1	STK32C
UBC	STK32C
EGR2	STK32C
YWHAE	STK32C
GRB2	STK32C
C18orf8	STK32C
DDX58	FERMT3
MYC	FERMT3
FN1	FERMT3
UBC	FERMT3
ITGA4	FERMT3
VCAM1	FERMT3
TINF2	FERMT3
TRIM27	FAM83A
TRIM23	FAM83A
BRCA1	FAM83A
DHX16	NAA40
EED	NAA40
UBC	NAA40
CETN2	NAA40
NEDD8	NAA40
TNF	NT5DC3
ELAVL1	NT5DC3
SUMO3	ZBTB46
CUL1	ZBTB46
ELAVL1	ZBTB46
NKD1	ZBTB46
AXIN2	ZBTB46
EED	CASZ1
UBC	FAM35A
UBC	AACS
FOXA1	AACS
YWHAE	AACS
LSM1	ADIPOR2
UBC	ADIPOR2
LRRK2	VASH2
CENPK	AP1G2
MYC	TRABD2A
UBC	TRABD2A
FOXP2	FAM124A
ZNF250	FAM124A
AES	FAM124A
ROCK1	FAM124A
PRKG1	FAM124A
ZZZ3	FAM124A
SAXO1	FAM124A
DOCK8	FAM124A
KIFC3	FAM124A
TRIM54	FAM124A
ZFP64	FAM124A
TADA2A	LUZP1
SP1	LUZP1
UBC	LUZP1
YWHAB	LUZP1
YWHAE	LUZP1
GRB2	LUZP1
CUL5	LUZP1
UBC	PNMAL1
PNMA1	PNMAL1
PARD6G	PNMAL1
IKBKG	PNMAL1
UBC	ZNF429
DDX39A	ALYREF
PDPK1	ALYREF
PRKAB2	ALYREF
RAD21	ALYREF
ATG13	ALYREF
OBSL1	ALYREF
NIPSNAP2	ALYREF
ULK1	ALYREF
EED	ALYREF
BCAR3	ALYREF
PCF11	ALYREF
GOSR1	ALYREF
CBX6	ALYREF
PTBP3	ALYREF
STAU1	ALYREF
FN1	ALYREF
TP53	ALYREF
ICAM1	ALYREF
FYN	ALYREF
HNRNPC	ALYREF
YES1	ALYREF
HNRNPA1	ALYREF
UBC	ALYREF
ITGA4	ALYREF
H2AFX	ALYREF
APC	ALYREF
MARK3	ALYREF
SHC1	ALYREF
AKT1	ALYREF
ARRB2	ALYREF
GRK5	ALYREF
DDIT3	ALYREF
EIF4A3	ALYREF
ARRB1	ALYREF
HDGF	ALYREF
HNRNPM	ALYREF
CHN2	ALYREF
CD81	ALYREF
GABARAPL2	ALYREF
MAGOH	ALYREF
MDM2	ALYREF
NCBP1	ALYREF
STK4	ALYREF
PRKAA1	ALYREF
PAK1	ALYREF
CLN3	ALYREF
GRB10	ALYREF
ILK	ALYREF
CUL1	ALYREF
CUL2	ALYREF
CUL3	ALYREF
THOC5	ALYREF
DDX39B	ALYREF
GRB7	ALYREF
RRP1B	ALYREF
CUL7	ALYREF
SUZ12	ALYREF
SF3B4	ALYREF
ELAVL1	ALYREF
PAN2	ALYREF
SCYL2	ALYREF
ATG14	ALYREF
PAXIP1	ALYREF
MEPCE	ALYREF
TECPR1	ALYREF
PXK	ALYREF
CAND1	ALYREF
CCDC50	ALYREF
RBM15B	ALYREF
NEDD1	ALYREF
NEK9	ALYREF
DOT1L	ALYREF
FRS2	ALYREF
KBTBD7	ALYREF
RASSF5	ALYREF
NSMAF	ALYREF
COPS5	ALYREF
IGSF8	ALYREF
ERBIN	ALYREF
RNF2	ALYREF
PKP2	ALYREF
CEP250	ALYREF
UPF3B	ALYREF
AMBRA1	ALYREF
GABARAPL1	ALYREF
UPF3A	ALYREF
SMURF2	ALYREF
CBX8	ALYREF
SH3GLB2	ALYREF
SIRT7	ALYREF
FBXO6	ALYREF
ITSN2	ALYREF
SRRM2	ALYREF
PKP3	ALYREF
WDR45	ALYREF
RBM8A	ALYREF
ELAVL1	GPR180
HSP90AA1	PIM3
UBC	PIM3
BAG3	MDP1
DSTN	MDP1
YWHAE	MDP1
UBD	KBTBD6
GABARAP	KBTBD6
UBC	KBTBD6
GABARAPL2	KBTBD6
CUL3	KBTBD6
NEDD8	KBTBD6
NUDCD3	KBTBD6
KBTBD7	KBTBD6
NSMAF	KBTBD6
COPS5	KBTBD6
KLHL29	KBTBD6
DCUN1D1	KBTBD6
OSBPL9	KBTBD6
MAP1LC3C	KBTBD6
MAP1LC3B	KBTBD6
PRKCA	CD163
ATP4A	CD163
MYH9	CD163
CDC42	CD163
YWHAE	CD163
UBC	MORC1
YWHAE	SLC25A42
HDAC11	SLC25A42
MEOX2	IGFN1
KY	IGFN1
PRKAA2	NRAP
YWHAE	NRAP
ACTA1	NRAP
KLHL40	NRAP
TRIM63	NRAP
PPP1CC	C11orf74
SNW1	KIF27
STK36	KIF27
PTBP3	IQGAP3
EGFR	IQGAP3
MYC	IQGAP3
UBC	IQGAP3
SOX2	IQGAP3
CALM1	IQGAP3
IQCB1	IQGAP3
ELAVL1	IQGAP3
NEDD8	IQGAP3
LRRK2	IQGAP3
PASK	IQGAP3
LGR4	IQGAP3
UBC	LAPTM4B
NEDD4	LAPTM4B
NAALADL2	LAPTM4B
POLR2M	ZNF410
UBC	ZNF410
GOLGA2	ZNF410
TRAF2	ZNF410
MTUS2	ZNF410
CDKN2A	ZNF410
ZNF397	ZNF410
BLZF1	ZNF410
SERTAD1	ZNF410
DAB1	MBNL1
AES	MBNL1
AEN	MBNL1
PSIP1	ZC3H18
MYC	ZC3H18
S100A9	ZC3H18
HNRNPC	ZC3H18
UBC	ZC3H18
CSNK2A2	ZC3H18
MCM7	ZC3H18
RBMX	ZC3H18
BUD31	ZC3H18
CDK9	ZC3H18
TERF1	ZC3H18
SNU13	ZC3H18
HNRNPU	ZC3H18
CUL3	ZC3H18
USP10	ZC3H18
SEPT2	ZC3H18
SF3B3	ZC3H18
SAFB	ZC3H18
SF3A2	ZC3H18
SF3A1	ZC3H18
TERF2	ZC3H18
UBE2S	ZC3H18
SMU1	ZC3H18
USP39	ZC3H18
HP1BP3	ZC3H18
RPGRIP1L	ZC3H18
VASN	ZC3H18
TRPM8	ZC3H18
NCSTN	ZC3H18
ESR2	ZC3H18
RBM14	ZC3H18
CDC5L	ZC3H18
LGR4	ZC3H18
OSBPL10	ZC3H18
SMARCAD1	ZC3H18
MOV10	ZC3H18
SIRT7	ZC3H18
WDR70	ZC3H18
NXF1	ZC3H18
EPB41L3	ZC3H18
SF3B6	ZC3H18
SPRY2	VPS36
CHMP2A	VPS36
VPS26A	VPS36
USP1	VPS36
UBE4B	VPS36
TTC4	VPS36
P4HB	VPS36
ATP6V1E1	VPS36
ATP6V1A	VPS36
PSMD4	VPS36
YWHAE	VPS36
GRB2	VPS36
UBE2B	VPS36
ACTG1	VPS36
HDLBP	VPS36
MAP2K1	VPS36
TNFAIP2	VPS36
HDAC1	VPS36
ELAVL1	VPS36
KIAA0368	VPS36
TWF2	VPS36
SLC9A9	VPS36
KAT5	VPS36
CUL5	VPS36
TRMT61A	VPS36
CHMP6	VPS36
CNOT6L	VPS36
RILP	VPS36
VPS35	VPS36
CDC5L	VPS36
VPS25	VPS36
NAA11	VPS36
ACBD3	VPS36
CHMP4B	VPS36
ELP3	VPS36
MOV10	VPS36
SNX15	VPS36
VPS29	VPS36
NXF1	VPS36
VPS28	VPS36
NXT1	VPS36
LGALS8	TAX1BP1
PRKN	TAX1BP1
GABARAP	TAX1BP1
JUN	TAX1BP1
GABRR1	TAX1BP1
VCP	TAX1BP1
UBE2I	TAX1BP1
CNTN2	TAX1BP1
TRAF2	TAX1BP1
TRAF3	TAX1BP1
TNIP1	TAX1BP1
RALBP1	TAX1BP1
TCEA2	TAX1BP1
SSX2	TAX1BP1
PLEKHN1	TAX1BP1
MRPL53	TAX1BP1
FOXC2	TAX1BP1
MAP1LC3C	TAX1BP1
MAP1LC3B	TAX1BP1
TBC1D17	TAX1BP1
MYO6	TAX1BP1
SH3GLB1	TAX1BP1
STARD13	TAX1BP1
IKBKG	TAX1BP1
YWHAE	PACS2
BIRC3	PACS2
BIRC2	PACS2
WDR37	PACS2
