first	second
XPO1	CAND1
UBD	CAND1
PPM1G	CAND1
CCP110	CAND1
AIRE	CAND1
EED	CAND1
IPO7	CAND1
FN1	CAND1
ISG15	CAND1
UBC	CAND1
CFTR	CAND1
APEH	CAND1
SLC2A4	CAND1
OSBP	CAND1
CDK2	CAND1
PSMA2	CAND1
SHMT2	CAND1
HSPA4	CAND1
IRS1	CAND1
STAT1	CAND1
NOTCH1	CAND1
BRCC3	CAND1
UBE2D1	CAND1
SUMO3	CAND1
SUMO2	CAND1
YWHAE	CAND1
RBX1	CAND1
YWHAZ	CAND1
SUMO1	CAND1
SRPK2	CAND1
ERCC6	CAND1
STK4	CAND1
CLN3	CAND1
ILK	CAND1
SNW1	CAND1
CUL1	CAND1
CUL2	CAND1
CUL4A	CAND1
CUL4B	CAND1
TCEA2	CAND1
NEDD8	CAND1
DDB1	CAND1
CA9	CAND1
JMJD6	CAND1
MEPCE	CAND1
CEP97	CAND1
DCUN1D3	CAND1
SLX4	CAND1
UBAC2	CAND1
FBXO25	CAND1
COPS5	CAND1
FBXO32	CAND1
FAF2	CAND1
PAWR	CAND1
ASB2	CAND1
DCUN1D5	CAND1
DDA1	CAND1
UBA5	CAND1
SPRTN	CAND1
CCDC8	CAND1
ECT2	CAND1
TRMT112	CAND1
HDAC5	CAND1
WIPI2	CAND1
ASB1	CAND1
SRPK2	LCA5
GRIN2B	LCA5
FAM161A	LCA5
DYRK1A	GLCCI1
HECW2	GLCCI1
DYRK1B	GLCCI1
APOA1	TXNDC2
UBC	TXNRD3
ABHD16A	RETREG3
UBC	RETREG3
CLN3	RETREG3
ARL6IP1	RETREG3
ELAVL1	RETREG3
MOV10	RETREG3
NXF1	RETREG3
STAP1	RETREG3
PIGN	FJX1
JAG1	FJX1
DKKL1	FJX1
TECPR1	IQCH
UBC	HOOK3
MSR1	HOOK3
NOTCH1	HOOK3
YWHAE	HOOK3
YWHAZ	HOOK3
CUL3	HOOK3
CAMKK2	HOOK3
CCDC8	HOOK3
PAXIP1	COMTD1
UPF2	COMTD1
UBQLN1	COMTD1
UBC	RTTN
DCLK1	SESTD1
IRAK2	SESTD1
STMN1	SESTD1
MLH1	SESTD1
DPH6	SESTD1
PLEKHA5	SESTD1
DAXX	SESTD1
ASAP1	SESTD1
HSF4	SESTD1
LYN	SLC22A16
PRKCG	ARHGEF25
CTNNB1	ARHGEF25
CSNK1A1	ARHGEF25
CSNK1E	ARHGEF25
GSK3B	ARHGEF25
SMAD1	ARHGEF25
BVES	ARHGEF25
NKD1	ARHGEF25
AXIN2	ARHGEF25
CCDC22	COMMD7
UBC	COMMD7
SPTLC1	MON1A
CHMP2A	MON1A
VPS4B	MON1A
ACTL6B	MON1A
UBC	MON1A
XRCC6	MON1A
ETFA	MON1A
PPP3CB	MON1A
CDK2	MON1A
POLD1	MON1A
RFC2	MON1A
ATP6V1A	MON1A
RGS2	MON1A
ACTR1B	MON1A
PRIM1	MON1A
COPA	MON1A
USP14	MON1A
RAB5B	MON1A
PPP1CA	MON1A
PFKP	MON1A
NCAPD2	MON1A
ELP2	MON1A
FA2H	MON1A
EFL1	MON1A
VPS36	MON1A
HSPH1	MON1A
GCN1	MON1A
KAT5	MON1A
GTPBP3	MON1A
RFT1	MON1A
PFDN5	MON1A
FYCO1	MON1A
NAA11	MON1A
MLST8	MON1A
ACTR8	MON1A
RAB6B	MON1A
PISD	MON1A
NSFL1C	MON1A
CHMP3	MON1A
TRRAP	MON1A
UBC	TSPYL5
UBC	P2RY8
KMT2D	WDR5B
ESR1	WDR5B
CUL4A	WDR5B
CUL4B	WDR5B
RBBP5	WDR5B
ATP13A2	WDR5B
ASH2L	WDR5B
UBC	LRP11
ARRB2	LRP11
STK4	SGMS1
STAT4	SGMS1
UBC	JAZF1
EGR2	JAZF1
NR2C2	JAZF1
YIPF5	JAZF1
UBC	NLRP13
EGFR	NLRP10
AR	NLRP10
PYCARD	NLRP10
UBC	TPRA1
ATP4A	TPRA1
UBC	AMZ2
SRSF10	THOC6
IPO13	THOC6
GABARAP	THOC6
UBC	THOC6
LAMP2	THOC6
RPA2	THOC6
RPA1	THOC6
RPA3	THOC6
NAP1L1	THOC6
GABARAPL2	THOC6
SUMO2	THOC6
PRKDC	THOC6
NCBP1	THOC6
HNRNPA0	THOC6
THOC5	THOC6
DDX39B	THOC6
SUZ12	THOC6
ELAVL1	THOC6
ALYREF	THOC6
THOC2	THOC6
ESR2	THOC6
THOC1	THOC6
THOC3	THOC6
MMS19	THOC6
RNF2	THOC6
MAP1LC3A	THOC6
WWOX	THOC6
SRRM2	THOC6
SF3B6	THOC6
EED	METTL16
UBC	METTL16
FAM50A	METTL16
MEPCE	METTL16
NPHP4	SPATA24
GMNN	SPATA24
PTAFR	SPATA24
CALCOCO2	SPATA24
FLOT2	SPATA24
IQCB1	SPATA24
KRT31	SPATA24
LRRK2	SPATA24
LZTS2	SPATA24
KRTAP4-2	SPATA24
EHD2	SPATA24
MID2	SPATA24
UBC	BPHL
PCLAF	BPHL
LAMTOR5	ANKRD46
UBC	ANKRD46
ELAVL1	ANKRD46
PPFIA2	PPFIBP1
NTN1	PPFIBP1
TP53	PPFIBP1
ENO1	PPFIBP1
UBC	PPFIBP1
S100A4	PPFIBP1
YWHAB	PPFIBP1
GRK5	PPFIBP1
CTNNB1	PPFIBP1
IRS1	PPFIBP1
CDKN1A	PPFIBP1
VCP	PPFIBP1
YWHAE	PPFIBP1
YWHAZ	PPFIBP1
PPFIA1	PPFIBP1
ELAVL1	PPFIBP1
CEP76	PPFIBP1
SH3KBP1	PPFIBP1
CEP250	PPFIBP1
ADAM19	PPFIBP1
MOV10	PPFIBP1
LATS2	PPFIBP1
NXF1	PPFIBP1
HSP90AA1	TDRD9
HSP90AB1	TDRD9
CACYBP	TDRD9
NUDC	TDRD9
PGLS	BPHL
SHMT2	BPHL
YWHAE	BPHL
YWHAZ	BPHL
SUMO1	BPHL
NEDD8	BPHL
HSD3B7	BPHL
UBC	LONP2
PEX5	LONP2
YWHAE	LONP2
OS9	LONP2
ELAVL1	LONP2
AMOT	LONP2
RB1CC1	LONP2
WWOX	LONP2
HESX1	LONP2
UBC	SLC26A11
TNFSF11	ZC3HC1
HNRNPA1	ZC3HC1
UBC	ZC3HC1
PFKL	ZC3HC1
MAPK3	ZC3HC1
MAPK1	ZC3HC1
YWHAE	ZC3HC1
RPL38	ZC3HC1
TRIP13	ZC3HC1
TSC22D1	ZC3HC1
CDC5L	ZC3HC1
AASDHPPT	ZC3HC1
ALK	ZC3HC1
FGFR3	UNC93A
UBC	OSTM1
LAMP1	OSTM1
LIG4	OSTM1
ELAVL1	OSTM1
UBC	PPP1R27
GPC4	SBF2
FOS	SBF2
UBC	SBF2
PMS1	SBF2
NRBF2	SBF2
UBC	RASSF3
RASSF2	RASSF3
MDM2	RASSF3
STK4	RASSF3
STK3	RASSF3
MAP1S	RASSF3
MAP1LC3B	RASSF3
RASSF4	RASSF3
MAP1LC3A	RASSF3
FBXW11	RASSF3
UBC	NLRC5
CIAO1	CHD1L
UBC	CHD1L
HIST1H2BB	CHD1L
SUMO3	CHD1L
SUMO2	CHD1L
SNW1	CHD1L
HIST3H2A	CHD1L
CDC5L	CHD1L
FOXP3	CHD1L
UBE2O	CHD1L
WNK1	CHD1L
AMIGO2	AMIGO1
AMIGO3	AMIGO1
UBC	PAQR7
TAL1	PAQR7
STAT3	PAQR7
ELAVL1	PAQR7
RPGRIP1L	FCHSD1
MOV10	FCHSD1
TUBA1A	IFNE
DNAL4	GPBP1
UBC	GPBP1
MCRS1	GPBP1
CAMK2A	GPBP1
SLC16A3	NR2C2AP
BAG3	NR2C2AP
TCF4	NR2C2AP
REL	NR2C2AP
UBC	CCDC25
TRIM23	CCDC25
ILK	CCDC25
ELAVL1	CCDC25
ESR2	CCDC25
MOV10	CCDC25
NXF1	CCDC25
ESR2	PROSER2
POT1	PROSER2
STK24	PROSER2
ECT2	OOSP2
TLR4	TRIM69
DVL1	TRIM69
TLR3	TRIM69
BAG3	TRIM69
RECK	TRIM69
ATP5G1	TRIM69
ASNS	TRIM69
SKIL	TRIM69
PML	TRIM69
MAGEA4	TRIM69
FKBP1B	TRIM69
KRT17	TRIM69
SF3A3	TRIM69
LARP1B	TRIM69
PPP1R18	TRIM69
ZNF483	TRIM69
IYD	TRIM69
TLR9	TRIM69
RSPH14	TRIM69
CSRP3	LDHD
YWHAE	LDHD
CUL3	LDHD
CAND1	LDHD
CUL5	LDHD
PTPRC	SKAP1
STAT5B	SKAP1
HDAC4	SKAP1
SIRPA	SKAP1
FAM102A	SKAP1
PRAM1	SKAP1
HDAC8	SKAP1
ACSL4	TMEM173
TOMM70	TMEM173
SGPL1	TMEM173
IFIT2	TMEM173
IFIT1	TMEM173
UBC	TMEM173
DDOST	TMEM173
STAT6	TMEM173
IRAK1	TMEM173
TRIM32	TMEM173
TRAF3	TMEM173
IKBKE	TMEM173
IRF3	TMEM173
STAT4	TMEM173
IFI16	TMEM173
MAVS	TMEM173
IRF7	TMEM173
RNF5	TMEM173
TRIM56	TMEM173
TBK1	TMEM173
PTBP3	COA5
KRT31	COA5
PTBP3	RPS19BP1
TP53	RPS19BP1
UBC	RPS19BP1
LIG4	RPS19BP1
YWHAH	RPS19BP1
RNF2	RPS19BP1
FOXP3	RPS19BP1
ESR2	HEATR4
CBX5	ZNF227
CSNK1E	ZNF227
RPS6KA6	ZNF227
YWHAG	CDR2L
GRB2	CDR2L
ELAVL1	CDR2L
UBC	RALGAPB
SRC	RALGAPB
GOLGA2	RALGAPB
SLMAP	RALGAPB
ITSN2	RALGAPB
B9D2	TMEM17
CC2D2A	TMEM17
B9D1	TMEM17
MSL1	HORMAD1
SMC3	HORMAD1
BMPR1B	RALGPS2
DVL1	RALGPS2
DVL2	RALGPS2
AXIN1	RALGPS2
UBC	RALGPS2
YWHAB	RALGPS2
SFN	RALGPS2
TGFBR1	RALGPS2
CSNK1A1	RALGPS2
CSNK1E	RALGPS2
GSK3B	RALGPS2
ACVR1	RALGPS2
SMAD1	RALGPS2
DVL3	RALGPS2
NKD2	RALGPS2
NKD1	RALGPS2
AXIN2	RALGPS2
WDR45	RALGPS2
EED	LSR
EGFR	LSR
UBC	LSR
YWHAB	LSR
SFN	LSR
MCM7	LSR
YWHAE	LSR
YWHAH	LSR
CCDC8	LSR
UBC	LRRC28
UBC	CXorf67
STAT4	CHSY1
ELAVL1	CHSY1
UBC	ERICH1
SUMO2	ERICH1
SUPT5H	CARM1
PIK3C2A	CARM1
RIOK3	CARM1
NUDT21	CARM1
EED	CARM1
FOS	CARM1
MYC	CARM1
HNRNPA1	CARM1
PARP1	CARM1
UBC	CARM1
RARA	CARM1
TCF4	CARM1
CEBPB	CARM1
CAD	CARM1
CTNNB1	CARM1
NRIP1	CARM1
SMARCA4	CARM1
GABARAPL2	CARM1
UBE2I	CARM1
H3F3A	CARM1
CUL1	CARM1
CUL2	CARM1
CUL3	CARM1
MESDC2	CARM1
IRF4	CARM1
TERF2	CARM1
NCOA2	CARM1
METTL21C	CARM1
SRCAP	CARM1
CAND1	CARM1
NUDCD3	CARM1
COPS5	CARM1
CUL5	CARM1
QKI	CARM1
PRMT1	CARM1
SPAG8	CARM1
MAP1LC3B	CARM1
GABARAPL1	CARM1
TP63	CARM1
CACYBP	CARM1
DROSHA	CARM1
PIH1D1	CARM1
MALT1	CARM1
FAF1	CARM1
TNRC6B	CARM1
GRIP1	CARM1
PYGO1	CARM1
KCTD3	CARM1
UBC	FAM72B
UBD	NUDT13
ATXN1L	NIT1
UBC	NIT1
YWHAE	NIT1
ATG101	NIT1
UBA5	NIT1
CCDC22	COMMD2
TCEA1	CIR1
U2AF1	CIR1
CENPC	CIR1
RBPJ	CIR1
RP9	CIR1
NEK6	CIR1
UBC	HEATR5A
YWHAE	FAM131B
ACD	FAM131B
TINF2	FAM131B
POT1	FAM131B
UBC	SNX32
MYH10	MICU3
ACTG1	MICU3
YWHAE	HOGA1
APPBP2	DHFR2
TINF2	DHFR2
NTN1	IQCA1
UBC	IQCA1
PPP5C	IQCA1
TRAP1	IQCA1
NISCH	IQCA1
PRKAB2	NCAPG2
SMC2	NCAPG2
EGFR	NCAPG2
UBC	NCAPG2
FUS	NCAPG2
NCAPD3	NCAPG2
CLN3	NCAPG2
NCAPH2	NCAPG2
FOXP3	NCAPG2
PYGM	PPP1R3B
ACSL1	PPP1R3B
PPP1CB	PPP1R3B
PLEC	PPP1R3B
UBC	C19orf68
JUNB	C19orf68
ESR2	C19orf68
BIRC5	GAS2L3
EED	GAS2L3
KIF20A	GAS2L3
ELAVL1	GAS2L3
FOXP3	GAS2L3
CCDC8	GAS2L3
SPAST	GAS2L3
ERN1	FBXO11
EED	FBXO11
TP53	FBXO11
UBC	FBXO11
TXN	FBXO11
MIF	FBXO11
RBL1	FBXO11
TKT	FBXO11
GDI1	FBXO11
PPP5C	FBXO11
PSMA6	FBXO11
HSPE1	FBXO11
ELAVL1	FBXO11
GXYLT1	FBXO11
COPS6	FBXO11
COPS5	FBXO11
BTBD9	FBXO11
EFHD1	FBXO11
HDAC6	FBXO11
USP16	FBXO11
NDC80	SFR1
RNF40	SFR1
UBC	SFR1
HMBOX1	SFR1
RINT1	SFR1
TRAF3IP1	SFR1
DTNBP1	SFR1
MRFAP1L1	SFR1
CDC5L	SFR1
EXOC1	SFR1
UBC	ANKLE2
PPP2R1A	ANKLE2
VCP	ANKLE2
PPP2CB	ANKLE2
PPP2R2A	ANKLE2
PPP2CA	ANKLE2
UBC	ZNF761
NXF1	ZNF761
KDM6A	PROSER1
SUMO2	PROSER1
BCL2L11	MEX3D
UBC	MEX3D
BCL2	MEX3D
YWHAH	MEX3D
ELAVL1	MEX3D
NXF1	MEX3D
PPP2R1A	DGKH
ARRB1	DGKH
U2SURP	DDX42
OBSL1	DDX42
EED	DDX42
SF3B1	DDX42
RECQL5	DDX42
NTN1	DDX42
LMNA	DDX42
ISG15	DDX42
SNRPC	DDX42
UBC	DDX42
ITGA4	DDX42
VCAM1	DDX42
FUS	DDX42
SUMO3	DDX42
SEM1	DDX42
YWHAE	DDX42
SUMO1	DDX42
SNW1	DDX42
CUL7	DDX42
SF3A2	DDX42
SF3A1	DDX42
MEPCE	DDX42
FBXO25	DDX42
CDC5L	DDX42
DHX35	DDX42
MOV10	DDX42
SIRT7	DDX42
NXF1	DDX42
PRPF19	DDX42
RUVBL2	DDX42
RUVBL1	DDX42
TFF1	GKN2
PIAS2	TICAM2
FTH1	TICAM2
UBC	TICAM2
IL1R1	TICAM2
MEOX2	TICAM2
SARM1	TICAM2
TICAM1	TICAM2
IL1RAP	TICAM2
TRAF6	TICAM2
KRT13	CEP57
MIA2	CEP57
UBC	CEP57
KRT15	CEP57
SUZ12	CEP57
RALBP1	CEP57
KRT31	CEP57
ELAVL1	CEP57
HDAC6	CEP57
MYC	RNF130
UBC	RNF130
UBE2D1	RNF130
UBE2E1	RNF130
UBE2D3	RNF130
UBE2N	RNF130
UBE2D2	RNF130
CDC5L	RNF130
UBE2Z	RNF130
UBE2D1	TRIM50
UBE2E1	TRIM50
UBE2D3	TRIM50
UBE2N	TRIM50
UBE2D2	TRIM50
TNK2	TRIM50
NOD2	TRIM50
UBC	ZNF677
PARVG	ZNF677
WFDC1	ZNF677
SUMO4	NME9
UBC	FRAS1
NRAS	SPATS2
YWHAE	SPATS2
EIF3F	DTX1
TAX1BP3	DTX1
UBC	DTX1
EGR2	DTX1
UBE2D1	DTX1
UBE2E1	DTX1
UBE2D3	DTX1
UBE2D2	DTX1
DEFA5	DTX1
PRKCQ	DTX1
EP300	DTX1
UBE2U	DTX1
DTX2	DTX1
DTX3	DTX1
ITCH	DTX1
BMPR1B	VRK2
LMNA	VRK2
UBC	VRK2
BCL2	VRK2
TCP1	VRK2
TGFBR1	VRK2
CCT4	VRK2
CDC42	VRK2
RAN	VRK2
RBX1	VRK2
MAP2K1	VRK2
ACVR1	VRK2
BAX	VRK2
MAPK8IP2	VRK2
ILK	VRK2
LNX1	VRK2
MAPK8IP1	VRK2
UBC	DZIP3
ZNF24	DZIP3
TRIM21	DZIP3
UBE2D1	DZIP3
UBE2E1	DZIP3
HNRNPF	DZIP3
UBE2D3	DZIP3
UBE2K	DZIP3
UBE2H	DZIP3
YWHAE	DZIP3
UBE2D2	DZIP3
UBE2I	DZIP3
UBE2V1	DZIP3
BIRC3	DZIP3
BIRC2	DZIP3
HDAC1	DZIP3
BECN1	DZIP3
UBE2V2	DZIP3
PCGF3	DZIP3
UBE2U	DZIP3
GTF2H2C	DZIP3
UBR3	DZIP3
UBE2R2	DZIP3
ZNF765	DZIP3
UBE2E3	DZIP3
UBE2W	DZIP3
UBE2E2	DZIP3
TSG101	DZIP3
AP1M1	DZIP3
TOLLIP	DZIP3
RNF38	DZIP3
UBE2Z	DZIP3
AKTIP	DZIP3
DAZ1	DZIP3
RAD18	DZIP3
NXF1	DZIP3
UBE2D4	DZIP3
UBC	ZNF354C
ZMYND10	NUTM1
NEBL	NUTM1
IFIT2	NUTM1
ALOX5	NUTM1
UBC	NUTM1
LMO2	NUTM1
LMO1	NUTM1
PRKAA2	NUTM1
TP53BP2	NUTM1
PSME4	NUTM1
FAM161A	NUTM1
MORN4	NUTM1
CCHCR1	NUTM1
RIC8A	NUTM1
ZNF277	NUTM1
SAMD4A	NUTM1
TRIM37	CDC20B
TRIM27	CDC20B
TRIM23	CDC20B
MAGEA11	CDC20B
GOLGA2	CDC20B
TRAF2	CDC20B
KRT31	CDC20B
MTUS2	CDC20B
KRT40	CDC20B
PLK2	CDC20B
YWHAE	ADGRG3
UBC	CACUL1
SUMO2	CACUL1
MYC	XYLT1
YWHAE	XYLT1
NDUFA2	NDUFA11
UBC	NDUFA11
NPHP1	KRT73
INPPL1	KRT73
NPHP4	KRT73
UBC	KRT73
KRT15	KRT73
EPS15	KRT73
CRK	KRT73
GRB2	KRT73
SQSTM1	KRT73
IQCB1	KRT73
NPHP3	KRT73
AHI1	KRT73
UBASH3B	KRT73
AP2M1	KRT73
MKS1	KRT73
INVS	KRT73
UCHL5	KRT73
PTP4A3	DNAAF5
EGFR	DNAAF5
MYC	DNAAF5
UBC	DNAAF5
PPP2R1B	DNAAF5
MAGEA6	DNAAF5
CASP4	DNAAF5
SUMO2	DNAAF5
SUMO1	DNAAF5
CLN3	DNAAF5
TSC22D1	DNAAF5
NEDD8	DNAAF5
NPLOC4	DNAAF5
FKBP10	DNAAF5
PNKP	DNAAF5
FEZ1	DNAAF5
BRF2	DNAAF5
MOV10	DNAAF5
METTL1	DNAAF5
NXF1	DNAAF5
GSTK1	DNAAF5
PHLDA3	DNAAF5
MAGED1	DNAAF5
PRNP	PTRH1
HGS	STX12
GOSR1	STX12
ABCA1	STX12
SNAP29	STX12
APP	STX12
UBC	STX12
SLC2A4	STX12
ATP6V1B1	STX12
ATP4A	STX12
NDUFS1	STX12
YWHAB	STX12
NSG1	STX12
NSF	STX12
NAPA	STX12
SNAP25	STX12
YWHAE	STX12
RAB11A	STX12
STX4	STX12
EEA1	STX12
ELAVL1	STX12
TAF9	STX12
HOMER1	STX12
VAMP8	STX12
MOV10	STX12
VPS45	STX12
MARCH2	STX12
VPS18	STX12
BLOC1S6	STX12
EED	KIF18B
UBC	KIF18B
SUMO2	KIF18B
MOV10	KIF18B
NXF1	KIF18B
UBC	KMT5C
HTR7	KMT5C
UBC	ZGRF1
MAGEC1	ECHDC2
YWHAE	ECHDC2
YWHAZ	ECHDC2
UBC	ERO1B
BRCA1	ERO1B
HSD3B7	ERO1B
FBXO6	ERO1B
RAD51C	PALB2
XRCC3	PALB2
LYPD3	PALB2
DIRAS3	PALB2
ALB	PALB2
CAPN1	PALB2
HNRNPC	PALB2
NAT2	PALB2
BRCA1	PALB2
BRCA2	PALB2
IL24	PALB2
IL13RA2	PALB2
MORF4L2	PALB2
CST6	PALB2
CASZ1	PALB2
THRSP	PALB2
KLK6	PALB2
FAM84B	PALB2
RHOBTB2	PALB2
PRDM14	PALB2
MOV10	PALB2
PDS5B	PALB2
MORF4L1	PALB2
DDX58	NRROS
CYBB	NRROS
UBC	NRROS
FBXO6	NRROS
TMCC2	PTOV1
RASSF9	PTOV1
UCHL1	PTOV1
UBC	PTOV1
SFN	PTOV1
YWHAE	PTOV1
RACK1	PTOV1
CUL2	PTOV1
BECN1	PTOV1
CREBBP	PTOV1
HDAC6	PTOV1
USP16	PTOV1
GLRX3	TMEM25
ATXN1L	TMEM25
SUMO1	TMEM25
TAL1	LDLRAD3
ELAVL1	LDLRAD3
NXF1	LDLRAD3
PSTPIP1	FAM90A1
ZBTB14	FAM90A1
TMCC2	FAM90A1
STX11	FAM90A1
KRT38	FAM90A1
LDOC1	FAM90A1
TRIM23	FAM90A1
FXR2	FAM90A1
SRPK2	FAM90A1
GABPB1	FAM90A1
GOLGA2	FAM90A1
TRAF2	FAM90A1
CALCOCO2	FAM90A1
KRT31	FAM90A1
CCDC57	FAM90A1
MTUS2	FAM90A1
KRT40	FAM90A1
RINT1	FAM90A1
SIAH1	FAM90A1
BANP	FAM90A1
EXOSC8	FAM90A1
STAC3	FAM90A1
TRAF4	FAM90A1
ZNF212	FAM90A1
MID2	FAM90A1
UBC	ZNF573
ELAVL1	ZNF573
NPM1	DZIP1
DAZ4	DZIP1
DAZ1	DZIP1
ELAVL1	ZNF280B
PAXIP1	ZNF280B
ATP6V1B2	PDSS2
HMGCS1	PDSS2
ELAVL1	PDSS2
SLC25A32	PDSS2
COQ6	PDSS2
UBC	PHF13
SUMO3	PHF13
CPTP	PHF13
HSP90AA1	MARCH9
ULBP1	MARCH9
PSMD14	THNSL2
POLR3A	THNSL2
HAT1	THNSL2
SPTLC2	THNSL2
PMM2	THNSL2
BCAT2	THNSL2
SEPT4	THNSL2
XPOT	THNSL2
PMPCB	THNSL2
SNRNP200	THNSL2
SC5D	THNSL2
ALDH1A2	THNSL2
SOD1	THNSL2
OAT	THNSL2
EIF2S1	THNSL2
PYGL	THNSL2
GPI	THNSL2
DLAT	THNSL2
MTHFD1	THNSL2
HARS	THNSL2
ALAD	THNSL2
LCP1	THNSL2
PRKAR2A	THNSL2
FDPS	THNSL2
COX6B1	THNSL2
DARS	THNSL2
IDO1	THNSL2
SLC25A16	THNSL2
POR	THNSL2
GOT1	THNSL2
AMD1	THNSL2
PFKL	THNSL2
TCP1	THNSL2
GCSH	THNSL2
TARS	THNSL2
ATIC	THNSL2
CTH	THNSL2
MPI	THNSL2
GPX4	THNSL2
GARS	THNSL2
IARS	THNSL2
RANBP1	THNSL2
RANGAP1	THNSL2
DHPS	THNSL2
YARS	THNSL2
PSMD4	THNSL2
SEC13	THNSL2
MARS	THNSL2
PPP1CA	THNSL2
YWHAE	THNSL2
ABAT	THNSL2
PFKP	THNSL2
PMPCA	THNSL2
EIF3I	THNSL2
IDI1	THNSL2
EIF3A	THNSL2
NCAPD2	THNSL2
PABPC1L	THNSL2
TTC27	THNSL2
DHRS11	THNSL2
H2AFV	THNSL2
PIGW	THNSL2
XRN1	THNSL2
NUP93	THNSL2
NOC3L	THNSL2
SEH1L	THNSL2
SDSL	THNSL2
ERO1A	THNSL2
MIPEP	THNSL2
QRSL1	THNSL2
SLC25A32	THNSL2
ALG9	THNSL2
SSU72	THNSL2
OSGEP	THNSL2
BIN3	THNSL2
RAB6B	THNSL2
ATP8A2	THNSL2
ACSS1	THNSL2
TRMT1	THNSL2
HAO2	THNSL2
PEMT	THNSL2
EXOC6B	THNSL2
STK38L	THNSL2
MYO5A	THNSL2
AFG3L2	THNSL2
PSAT1	THNSL2
NPHP4	ANKRD13B
EGFR	ANKRD13B
UBC	ANKRD13B
TOM1L1	PDPN
SOX2	PDPN
PRKN	HOMER1
UBC	HOMER1
YWHAB	HOMER1
TRPC1	HOMER1
EFNB2	HOMER1
YWHAE	HOMER1
YWHAZ	HOMER1
GRIN1	HOMER1
C19orf57	HOMER1
GRIN2B	HOMER1
FAT1	HOMER1
ITPR1	HOMER1
AGAP2	HOMER1
TANC1	HOMER1
DNM3	HOMER1
STX16	DOLPP1
UBC	DOLPP1
PPP3CB	DOLPP1
CSNK2A2	DOLPP1
PRKACG	DOLPP1
PPP3R1	DOLPP1
ELAVL1	DOLPP1
DNAJC21	DOLPP1
QRSL1	DOLPP1
ALG6	DOLPP1
CHUK	PPARGC1B
HDAC3	PPARGC1B
PIAS1	PPARGC1B
ESR1	PPARGC1B
SREBF1	PPARGC1B
NR1H2	PPARGC1B
ZNF200	PPARGC1B
NR1H3	PPARGC1B
HDAC1	PPARGC1B
ZNF513	PPARGC1B
HDAC2	PPARGC1B
MAP1LC3A	PPARGC1B
PRDM16	PPARGC1B
ZFP64	PPARGC1B
ZNF212	PPARGC1B
CDK2AP1	GATAD2A
HDAC3	GATAD2A
OBSL1	GATAD2A
MTA2	GATAD2A
ESRRB	GATAD2A
PTBP3	GATAD2A
MBD3	GATAD2A
UBC	GATAD2A
SOX2	GATAD2A
SUMO3	GATAD2A
SUMO2	GATAD2A
YWHAE	GATAD2A
HIST1H4I	GATAD2A
HIST1H3A	GATAD2A
POU5F1	GATAD2A
YWHAH	GATAD2A
RBBP4	GATAD2A
CHD3	GATAD2A
HDAC1	GATAD2A
SNW1	GATAD2A
CHD4	GATAD2A
ELAVL1	GATAD2A
RBBP7	GATAD2A
HIST2H2AC	GATAD2A
HIST2H2BE	GATAD2A
HDAC2	GATAD2A
L3MBTL2	GATAD2A
CDC5L	GATAD2A
MTA3	GATAD2A
FOXP3	GATAD2A
NANOG	GATAD2A
TFCP2L1	GATAD2A
CHD7	GATAD2A
SALL4	GATAD2A
CYSRT1	CPNE8
UBC	CPNE8
SHMT2	CPNE8
ARRB1	CPNE8
APLP2	CPNE8
ELAVL1	CPNE8
CCDC8	CPNE8
MOV10	CPNE8
NXF1	CPNE8
UBC	GPSM1
CBS	GPSM1
TRIM23	GPSM1
GNAI1	GPSM1
CUL3	GPSM1
RALBP1	GPSM1
PPP6R3	GPSM1
KANK2	GPSM1
OSTM1	GPSM1
MAP1LC3A	GPSM1
UBC	POTED
MYC	MCF2L2
SIRT1	MCF2L2
UBC	RAB11FIP4
ARF6	RAB11FIP4
MAP3K12	RAB11FIP4
RAB11FIP5	RAB11FIP4
RACGAP1	RAB11FIP4
UBC	RAB43
ATL2	RAB43
UBC	C2CD5
ESRRA	C2CD5
CDK5	C2CD5
ELAVL1	C2CD5
MBNL3	C2CD5
PPP6R1	C2CD5
NR1I2	SLC13A5
MYC	MIB1
UBC	MIB1
RYK	MIB1
BLM	MIB1
UBE2N	MIB1
YWHAE	MIB1
PCM1	MIB1
SMN1	MIB1
UBE2U	MIB1
FAT4	MIB1
MIB2	MIB1
CEP250	MIB1
AZI2	MIB1
CEP131	MIB1
SNX5	MIB1
STAT4	JAML
APC	RASAL3
YWHAZ	RASAL3
WNK1	RASAL3
EGFR	PRAG1
HSP90AA1	PRAG1
UBC	PRAG1
CRK	PRAG1
YWHAE	PRAG1
UBE3A	PRAG1
HSP90AA1	MYLK4
COPS5	MYLK4
UBC	HPS6
PIK3CB	HPS6
YWHAE	HPS6
PUM3	HPS6
TTC19	HPS6
OSGEP	HPS6
HPS5	HPS6
SIRPA	TREML1
LAMTOR5	MED12L
NTN1	MED12L
MYC	MED12L
KRAS	MED12L
ROS1	MED12L
AR	MED12L
CCNC	MED12L
CCNE1	MED12L
CDK8	MED12L
CDC5L	MED12L
MED13	MED12L
RAD51C	HRNR
PITX3	HRNR
UBC	HRNR
CDK2	HRNR
SUMO2	HRNR
MDM2	HRNR
OTUD4	HRNR
PTPN11	HRNR
BTK	HRNR
NR5A1	HRNR
CUL2	HRNR
IQCB1	HRNR
SHB	HRNR
KHDRBS2	HRNR
